ID	CATEGORY	CONTEXT	ENGLISH_SOURCE	RUSSIAN_EFFECTIVE	ORIGIN
SF-RU-0427	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Shockproof Agency flashlight with a long-life battery.	УДАРОПРОЧНЫЙ ФОНАРЬ АГЕНТСТВА С ДОЛГОВЕЧНОЙ БАТАРЕЕЙ.	proofread gameplay catalogue
SF-RU-0428	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Detects trace particles of the Syphon Filter virus.	ОБНАРУЖИВАЕТ СЛЕДЫ ВИРУСА СИФОН ФИЛЬТР.	proofread gameplay catalogue
SF-RU-0429	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Incendiary grenade with a short lethal blast radius.	ЗАЖИГАТЕЛЬНАЯ ГРАНАТА С НЕБОЛЬШИМ РАДИУСОМ ПОРАЖЕНИЯ.	proofread gameplay catalogue
SF-RU-0430	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Releases a rapidly dissipating incapacitating nerve agent.	ВЫДЕЛЯЕТ БЫСТРО РАССЕИВАЮЩИЙСЯ НЕРВНО-ПАРАЛИТИЧЕСКИЙ ГАЗ.	proofread gameplay catalogue
SF-RU-0431	STATIC_UI_GAMEPLAY	menus, HUD, prompts and notifications	Agency field weapon.	ПОЛЕВОЕ ОРУЖИЕ АГЕНТСТВА.	proofread gameplay catalogue
SF-RU-0432	DYNAMIC_GAMEPLAY	item pickup template	%s taken	ПОЛУЧЕНО: %s	native composition rule
SF-RU-0433	DYNAMIC_GAMEPLAY	ammunition pickup template	%s bullet(s)/shell(s) taken	ПАТРОНЫ: %s	native composition rule
SF-RU-0434	DYNAMIC_GAMEPLAY	full inventory notification	%s%ss maxed	ЗАПАС ПОЛОН	native composition rule
SF-RU-0435	DYNAMIC_GAMEPLAY	generic elimination objective	Eliminate %s	ЛИКВИДИРОВАТЬ ЦЕЛЬ	native composition rule
SF-RU-0436	DYNAMIC_GAMEPLAY	generic security-item objective	Find security %s%s	НАЙТИ КЛЮЧ-КАРТУ ОХРАНЫ	native composition rule
SF-RU-0437	MISSION_TEXT	mission 01, entry 01	Tag bomb in terminal	ПОМЕТИТЬ БОМБУ В ТЕРМИНАЛЕ	proofread native override (replaces mission_menu.dat)
SF-RU-0438	MISSION_TEXT	mission 01, entry 02	Turn off power to terminal security doors	ОТКЛЮЧИТЬ ПИТАНИЕ ДВЕРЕЙ ТЕРМИНАЛА	proofread native override (replaces mission_menu.dat)
SF-RU-0439	MISSION_TEXT	mission 01, entry 03	Protect CBDC bomb squad	ЗАЩИТИТЬ САПЁРОВ ХИМЗАЩИТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0440	MISSION_TEXT	mission 01, entry 04	Eliminate Kravitch and destroy comm. array	ЛИКВИДИРОВАТЬ ПАВЛА КРАВИЧА И УНИЧТОЖИТЬ АНТЕННУ СВЯЗИ	proofread native override (replaces mission_menu.dat)
SF-RU-0441	MISSION_TEXT	mission 01, entry 05	Avoid damaging viral delivery systems or explosive bombs	НЕ ПОВРЕДИТЬ СИСТЕМЫ ДОСТАВКИ ВИРУСА И ВЗРЫВНЫЕ УСТРОЙСТВА	proofread native override (replaces mission_menu.dat)
SF-RU-0442	MISSION_TEXT	mission 01, entry 06	Do not eliminate any CBDC agent	НЕ УБИВАТЬ АГЕНТОВ ХИМЗАЩИТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0443	MISSION_TEXT	mission 01, entry 07	Kravitch	ПАВЕЛ КРАВИЧ	proofread native override (replaces mission_menu.dat)
SF-RU-0444	MISSION_TEXT	mission 02, entry 01	Blow open passage to street and protect CBDC agent	ВЗОРВАТЬ ПРОХОД НА УЛИЦУ И ЗАЩИТИТЬ АГЕНТА ХИМЗАЩИТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0445	MISSION_TEXT	mission 02, entry 02	Locate explosives cache	НАЙТИ СКЛАД ВЗРЫВЧАТКИ	proofread native override (replaces mission_menu.dat)
SF-RU-0446	MISSION_TEXT	mission 02, entry 03	Do not damage any bomb	НЕ ПОВРЕДИТЬ БОМБЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0447	MISSION_TEXT	mission 02, entry 04	Do not kill any CBDC agent	НЕ УБИВАТЬ АГЕНТОВ ХИМЗАЩИТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0448	MISSION_TEXT	mission 02, entry 05	C4 taken	ВЗРЫВЧАТКА С4 ВЗЯТА	proofread native override (replaces mission_menu.dat)
SF-RU-0449	MISSION_TEXT	mission 02, entry 06	Need Explosives	НУЖНА ВЗРЫВЧАТКА	proofread native override (replaces mission_menu.dat)
SF-RU-0450	MISSION_TEXT	mission 02, entry 07	Blocked Passage	ПРОХОД ЗАВАЛЕН	proofread native override (replaces mission_menu.dat)
SF-RU-0451	MISSION_TEXT	mission 02, entry 08	Gas Mains	ГАЗОВАЯ МАГИСТРАЛЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0452	MISSION_TEXT	mission 02, entry 09	Gas Mains Closed	ГАЗ ПЕРЕКРЫТ	proofread native override (replaces mission_menu.dat)
SF-RU-0453	MISSION_TEXT	mission 02, entry 10	Bomb Detonated	БОМБА ВЗОРВАНА	proofread native override (replaces mission_menu.dat)
SF-RU-0454	MISSION_TEXT	mission 03, entry 01	Eliminate Aramov	ЛИКВИДИРОВАТЬ МАРУ АРАМОВУ	proofread native override (replaces mission_menu.dat)
SF-RU-0455	MISSION_TEXT	mission 03, entry 02	Do not use grenades or train lines may be damaged	НЕ ИСПОЛЬЗОВАТЬ ГРАНАТЫ: МОЖНО ПОВРЕДИТЬ ПУТИ	proofread native override (replaces mission_menu.dat)
SF-RU-0456	MISSION_TEXT	mission 04, entry 01	Reach Freedom Memorial	ДОБРАТЬСЯ ДО МЕМОРИАЛА СВОБОДЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0457	MISSION_TEXT	mission 04, entry 02	Eliminate trigger man Marcos	ЛИКВИДИРОВАТЬ ПОДРЫВНИКА ХОРХЕ МАРКОСА	proofread native override (replaces mission_menu.dat)
SF-RU-0458	MISSION_TEXT	mission 04, entry 03	Secure terrorist comm. array	ВЗЯТЬ ПОД КОНТРОЛЬ АНТЕННУ СВЯЗИ ТЕРРОРИСТОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0459	MISSION_TEXT	mission 04, entry 04	Rescue CBDC hostages	ОСВОБОДИТЬ ЗАЛОЖНИКОВ ХИМЗАЩИТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0460	MISSION_TEXT	mission 04, entry 05	Do not damage the comm. array	НЕ ПОВРЕДИТЬ АНТЕННУ СВЯЗИ	proofread native override (replaces mission_menu.dat)
SF-RU-0461	MISSION_TEXT	mission 04, entry 06	All bombs must be defused in under 20 minutes	ОБЕЗВРЕДИТЬ ВСЕ БОМБЫ МЕНЕЕ ЧЕМ ЗА 20 МИНУТ	proofread native override (replaces mission_menu.dat)
SF-RU-0462	MISSION_TEXT	mission 04, entry 07	Do not damage any bomb	НЕ ПОВРЕДИТЬ БОМБЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0463	MISSION_TEXT	mission 04, entry 08	Do not kill any member of the strike team	НЕ УБИВАТЬ БОЙЦОВ ШТУРМОВОЙ ГРУППЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0464	MISSION_TEXT	mission 04, entry 09	Locate and disarm %d%s viral bomb%s	НАЙТИ И ОБЕЗВРЕДИТЬ ВИРУСНЫЕ БОМБЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0465	MISSION_TEXT	mission 04, entry 10	them	ИХ	proofread native override (replaces mission_menu.dat)
SF-RU-0466	MISSION_TEXT	mission 04, entry 11	%d Bomb%s Remaining	ОСТАЛОСЬ БОМБ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0467	MISSION_TEXT	mission 04, entry 12	Communications array damaged	АНТЕННА СВЯЗИ ПОВРЕЖДЕНА	proofread native override (replaces mission_menu.dat)
SF-RU-0468	MISSION_TEXT	mission 04, entry 13	Marcos	ХОРХЕ МАРКОС	proofread native override (replaces mission_menu.dat)
SF-RU-0469	MISSION_TEXT	mission 05, entry 01	Kill Girdeux	ЛИКВИДИРОВАТЬ АНТОНА ГИРДО	proofread native override (replaces mission_menu.dat)
SF-RU-0470	MISSION_TEXT	mission 05, entry 02	Do not use grenades or Girdeux's bomb may be damaged	НЕ ИСПОЛЬЗОВАТЬ ГРАНАТЫ: МОЖНО ПОВРЕДИТЬ БОМБУ АНТОНА ГИРДО	proofread native override (replaces mission_menu.dat)
SF-RU-0471	MISSION_TEXT	mission 06, entry 01	Capture Phagan alive	ЗАХВАТИТЬ ДЖОНАТАНА ФЭЙГАНА ЖИВЫМ	proofread native override (replaces mission_menu.dat)
SF-RU-0472	MISSION_TEXT	mission 06, entry 02	Shadow Phagan to secret meeting	ПРОСЛЕДИТЬ ЗА ДЖОНАТАНОМ ФЭЙГАНОМ ДО ТАЙНОЙ ВСТРЕЧИ	proofread native override (replaces mission_menu.dat)
SF-RU-0473	MISSION_TEXT	mission 06, entry 03	Do not allow yourself to be spotted until you reach the meeting.  Do not shoot Phagan.	НЕ ПОПАДАТЬСЯ НА ГЛАЗА ДО МЕСТА ВСТРЕЧИ. НЕ СТРЕЛЯТЬ В ДЖОНАТАНА ФЭЙГАНА	proofread native override (replaces mission_menu.dat)
SF-RU-0474	MISSION_TEXT	mission 06, entry 04	Benton	ЭДВАРД БЕНТОН	proofread native override (replaces mission_menu.dat)
SF-RU-0475	MISSION_TEXT	mission 06, entry 05	Gate Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ВОРОТАМИ	proofread native override (replaces mission_menu.dat)
SF-RU-0476	MISSION_TEXT	mission 07, entry 01	Capture Aramov and Phagan alive	ЗАХВАТИТЬ МАРУ АРАМОВУ И ДЖОНАТАНА ФЭЙГАНА ЖИВЫМИ	proofread native override (replaces mission_menu.dat)
SF-RU-0477	MISSION_TEXT	mission 07, entry 02	Do not kill Aramov	НЕ УБИВАТЬ МАРУ АРАМОВУ	proofread native override (replaces mission_menu.dat)
SF-RU-0478	MISSION_TEXT	mission 07, entry 03	Do not allow Phagan to die	НЕ ДАТЬ ДЖОНАТАНУ ФЭЙГАНУ ПОГИБНУТЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0479	MISSION_TEXT	mission 07, entry 04	Gate Control Panel	ПУЛЬТ УПРАВЛЕНИЯ ВОРОТАМИ	proofread native override (replaces mission_menu.dat)
SF-RU-0480	MISSION_TEXT	mission 08, entry 01	Escape through main gate	ВЫЙТИ ЧЕРЕЗ ГЛАВНЫЕ ВОРОТА	proofread native override (replaces mission_menu.dat)
SF-RU-0481	MISSION_TEXT	mission 08, entry 02	Reach missile bunker	ДОБРАТЬСЯ ДО РАКЕТНОГО БУНКЕРА	proofread native override (replaces mission_menu.dat)
SF-RU-0482	MISSION_TEXT	mission 08, entry 03	Disable power to motion sensors	ОТКЛЮЧИТЬ ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0483	MISSION_TEXT	mission 08, entry 04	Eliminate Gabrek and collect cardkey	ЛИКВИДИРОВАТЬ ГАБРЕКА И ЗАБРАТЬ КЛЮЧ-КАРТУ	proofread native override (replaces mission_menu.dat)
SF-RU-0484	MISSION_TEXT	mission 08, entry 05	Get out of base before timer runs out on explosives	ПОКИНУТЬ БАЗУ ДО ВЗРЫВА ЗАРЯДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0485	MISSION_TEXT	mission 08, entry 06	Do not damage the missiles	НЕ ПОВРЕДИТЬ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0486	MISSION_TEXT	mission 08, entry 07	Do not damage the explosive charges	НЕ ПОВРЕДИТЬ ВЗРЫВНЫЕ ЗАРЯДЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0487	MISSION_TEXT	mission 08, entry 08	Reach comm. building roof	ДОБРАТЬСЯ ДО КРЫШИ ЦЕНТРА СВЯЗИ	proofread native override (replaces mission_menu.dat)
SF-RU-0488	MISSION_TEXT	mission 08, entry 09	Plant C4 charges at %d%s fuel tank%s	УСТАНОВИТЬ С4 НА ТОПЛИВНЫЕ ЦИСТЕРНЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0489	MISSION_TEXT	mission 08, entry 10	Catalog %d%s enemy missile%s	ЗАРЕГИСТРИРОВАТЬ РАКЕТЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0490	MISSION_TEXT	mission 08, entry 11	 more	 ЕЩЁ	proofread native override (replaces mission_menu.dat)
SF-RU-0491	MISSION_TEXT	mission 08, entry 12	Gabrek	ГАБРЕК	proofread native override (replaces mission_menu.dat)
SF-RU-0492	MISSION_TEXT	mission 08, entry 13	Place explosive here	УСТАНОВИТЬ ЗАРЯД ЗДЕСЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0493	MISSION_TEXT	mission 08, entry 14	%d more explosive%s to plant	ОСТАЛОСЬ УСТАНОВИТЬ ЗАРЯДОВ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0494	MISSION_TEXT	mission 08, entry 15	Motion Sensor Power	ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0495	MISSION_TEXT	mission 08, entry 16	Missile Access Control	КОНТРОЛЬ ДОСТУПА К РАКЕТАМ	proofread native override (replaces mission_menu.dat)
SF-RU-0496	MISSION_TEXT	mission 08, entry 17	Missile Access Initiated	ДОСТУП К РАКЕТАМ ОТКРЫТ	proofread native override (replaces mission_menu.dat)
SF-RU-0497	MISSION_TEXT	mission 08, entry 18	SS-23 Missile	РАКЕТА SS-23	proofread native override (replaces mission_menu.dat)
SF-RU-0498	MISSION_TEXT	mission 08, entry 19	Missile indexed.\n%d remaining	РАКЕТА ЗАРЕГИСТРИРОВАНА\nОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0499	MISSION_TEXT	mission 09, entry 01	Escape through main gate	ВЫЙТИ ЧЕРЕЗ ГЛАВНЫЕ ВОРОТА	proofread native override (replaces mission_menu.dat)
SF-RU-0500	MISSION_TEXT	mission 09, entry 02	Reach missile bunker	ДОБРАТЬСЯ ДО РАКЕТНОГО БУНКЕРА	proofread native override (replaces mission_menu.dat)
SF-RU-0501	MISSION_TEXT	mission 09, entry 03	Disable power to motion sensors	ОТКЛЮЧИТЬ ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0502	MISSION_TEXT	mission 09, entry 04	Eliminate Gabrek and collect cardkey	ЛИКВИДИРОВАТЬ ГАБРЕКА И ЗАБРАТЬ КЛЮЧ-КАРТУ	proofread native override (replaces mission_menu.dat)
SF-RU-0503	MISSION_TEXT	mission 09, entry 05	Get out of base before timer runs out on explosives	ПОКИНУТЬ БАЗУ ДО ВЗРЫВА ЗАРЯДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0504	MISSION_TEXT	mission 09, entry 06	Do not damage the missiles	НЕ ПОВРЕДИТЬ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0505	MISSION_TEXT	mission 09, entry 07	Do not damage the explosive charges	НЕ ПОВРЕДИТЬ ВЗРЫВНЫЕ ЗАРЯДЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0506	MISSION_TEXT	mission 09, entry 08	Reach comm. building roof	ДОБРАТЬСЯ ДО КРЫШИ ЦЕНТРА СВЯЗИ	proofread native override (replaces mission_menu.dat)
SF-RU-0507	MISSION_TEXT	mission 09, entry 09	Plant C4 charges at %d%s fuel tank%s	УСТАНОВИТЬ С4 НА ТОПЛИВНЫЕ ЦИСТЕРНЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0508	MISSION_TEXT	mission 09, entry 10	Catalog %d%s enemy missile%s	ЗАРЕГИСТРИРОВАТЬ РАКЕТЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0509	MISSION_TEXT	mission 09, entry 11	 more	 ЕЩЁ	proofread native override (replaces mission_menu.dat)
SF-RU-0510	MISSION_TEXT	mission 09, entry 12	Gabrek	ГАБРЕК	proofread native override (replaces mission_menu.dat)
SF-RU-0511	MISSION_TEXT	mission 09, entry 13	Place explosive here	УСТАНОВИТЬ ЗАРЯД ЗДЕСЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0512	MISSION_TEXT	mission 09, entry 14	%d more explosive%s to plant	ОСТАЛОСЬ УСТАНОВИТЬ ЗАРЯДОВ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0513	MISSION_TEXT	mission 09, entry 15	Motion Sensor Power	ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0514	MISSION_TEXT	mission 09, entry 16	Missile Access Control	КОНТРОЛЬ ДОСТУПА К РАКЕТАМ	proofread native override (replaces mission_menu.dat)
SF-RU-0515	MISSION_TEXT	mission 09, entry 17	Missile Access Initiated	ДОСТУП К РАКЕТАМ ОТКРЫТ	proofread native override (replaces mission_menu.dat)
SF-RU-0516	MISSION_TEXT	mission 09, entry 18	SS-23 Missile	РАКЕТА SS-23	proofread native override (replaces mission_menu.dat)
SF-RU-0517	MISSION_TEXT	mission 09, entry 19	Missile indexed.\n%d remaining	РАКЕТА ЗАРЕГИСТРИРОВАНА\nОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0518	MISSION_TEXT	mission 10, entry 01	Shoot down attack helicopter	СБИТЬ БОЕВОЙ ВЕРТОЛЁТ	proofread native override (replaces mission_menu.dat)
SF-RU-0519	MISSION_TEXT	mission 10, entry 02	Disable radar tracking	ОТКЛЮЧИТЬ РАДАР СОПРОВОЖДЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0520	MISSION_TEXT	mission 10, entry 03	Radar Tracking Override.	УПРАВЛЕНИЕ РАДАРОМ ПЕРЕХВАЧЕНО	proofread native override (replaces mission_menu.dat)
SF-RU-0521	MISSION_TEXT	mission 11, entry 01	Escape through main gate	ВЫЙТИ ЧЕРЕЗ ГЛАВНЫЕ ВОРОТА	proofread native override (replaces mission_menu.dat)
SF-RU-0522	MISSION_TEXT	mission 11, entry 02	Reach missile bunker	ДОБРАТЬСЯ ДО РАКЕТНОГО БУНКЕРА	proofread native override (replaces mission_menu.dat)
SF-RU-0523	MISSION_TEXT	mission 11, entry 03	Disable power to motion sensors	ОТКЛЮЧИТЬ ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0524	MISSION_TEXT	mission 11, entry 04	Eliminate Gabrek and collect cardkey	ЛИКВИДИРОВАТЬ ГАБРЕКА И ЗАБРАТЬ КЛЮЧ-КАРТУ	proofread native override (replaces mission_menu.dat)
SF-RU-0525	MISSION_TEXT	mission 11, entry 05	Get out of base before timer runs out on explosives	ПОКИНУТЬ БАЗУ ДО ВЗРЫВА ЗАРЯДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0526	MISSION_TEXT	mission 11, entry 06	Do not damage the missiles	НЕ ПОВРЕДИТЬ РАКЕТЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0527	MISSION_TEXT	mission 11, entry 07	Do not damage the explosive charges	НЕ ПОВРЕДИТЬ ВЗРЫВНЫЕ ЗАРЯДЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0528	MISSION_TEXT	mission 11, entry 08	Reach comm. building roof	ДОБРАТЬСЯ ДО КРЫШИ ЦЕНТРА СВЯЗИ	proofread native override (replaces mission_menu.dat)
SF-RU-0529	MISSION_TEXT	mission 11, entry 09	Plant C4 charges at %d%s fuel tank%s	УСТАНОВИТЬ С4 НА ТОПЛИВНЫЕ ЦИСТЕРНЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0530	MISSION_TEXT	mission 11, entry 10	Catalog %d%s enemy missile%s	ЗАРЕГИСТРИРОВАТЬ РАКЕТЫ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0531	MISSION_TEXT	mission 11, entry 11	 more	 ЕЩЁ	proofread native override (replaces mission_menu.dat)
SF-RU-0532	MISSION_TEXT	mission 11, entry 12	Gabrek	ГАБРЕК	proofread native override (replaces mission_menu.dat)
SF-RU-0533	MISSION_TEXT	mission 11, entry 13	Place explosive here	УСТАНОВИТЬ ЗАРЯД ЗДЕСЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0534	MISSION_TEXT	mission 11, entry 14	%d more explosive%s to plant	ОСТАЛОСЬ УСТАНОВИТЬ ЗАРЯДОВ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0535	MISSION_TEXT	mission 11, entry 15	Motion Sensor Power	ПИТАНИЕ ДАТЧИКОВ ДВИЖЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0536	MISSION_TEXT	mission 11, entry 16	Missile Access Control	КОНТРОЛЬ ДОСТУПА К РАКЕТАМ	proofread native override (replaces mission_menu.dat)
SF-RU-0537	MISSION_TEXT	mission 11, entry 17	Missile Access Initiated	ДОСТУП К РАКЕТАМ ОТКРЫТ	proofread native override (replaces mission_menu.dat)
SF-RU-0538	MISSION_TEXT	mission 11, entry 18	SS-23 Missile	РАКЕТА SS-23	proofread native override (replaces mission_menu.dat)
SF-RU-0539	MISSION_TEXT	mission 11, entry 19	Missile indexed.\n%d remaining	РАКЕТА ЗАРЕГИСТРИРОВАНА\nОСТАЛОСЬ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0540	MISSION_TEXT	mission 12, entry 01	Find entrance to catacombs	НАЙТИ ВХОД В КАТАКОМБЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0541	MISSION_TEXT	mission 12, entry 02	Do not kill any human test subjects	НЕ УБИВАТЬ ПОДОПЫТНЫХ	proofread native override (replaces mission_menu.dat)
SF-RU-0542	MISSION_TEXT	mission 12, entry 03	Eliminate Rhoemer's %d%s scientist%s	ЛИКВИДИРОВАТЬ УЧЁНЫХ ЭРИХА РОМЕРА: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0543	MISSION_TEXT	mission 12, entry 04	Administer antigen to %d%s test subject%s	ВВЕСТИ АНТИГЕН ПОДОПЫТНЫМ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0544	MISSION_TEXT	mission 12, entry 05	%d scientist%s left to kill	ОСТАЛОСЬ УЧЁНЫХ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0545	MISSION_TEXT	mission 12, entry 06	Antigen administered\n%d subject%s remaining	АНТИГЕН ВВЕДЁН\nОСТАЛОСЬ ПОДОПЫТНЫХ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0546	MISSION_TEXT	mission 12, entry 07	Test Subject	ПОДОПЫТНЫЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0547	MISSION_TEXT	mission 12, entry 08	Door lock	ЗАМОК ДВЕРИ	proofread native override (replaces mission_menu.dat)
SF-RU-0548	MISSION_TEXT	mission 12, entry 09	Door unlocked	ДВЕРЬ ОТКРЫТА	proofread native override (replaces mission_menu.dat)
SF-RU-0549	MISSION_TEXT	mission 13, entry 01	Find entrance to catacombs	НАЙТИ ВХОД В КАТАКОМБЫ	proofread native override (replaces mission_menu.dat)
SF-RU-0550	MISSION_TEXT	mission 13, entry 02	Do not kill any human test subjects	НЕ УБИВАТЬ ПОДОПЫТНЫХ	proofread native override (replaces mission_menu.dat)
SF-RU-0551	MISSION_TEXT	mission 13, entry 03	Eliminate Rhoemer's %d%s scientist%s	ЛИКВИДИРОВАТЬ УЧЁНЫХ ЭРИХА РОМЕРА: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0552	MISSION_TEXT	mission 13, entry 04	Administer antigen to %d%s test subject%s	ВВЕСТИ АНТИГЕН ПОДОПЫТНЫМ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0553	MISSION_TEXT	mission 13, entry 05	%d scientist%s left to kill	ОСТАЛОСЬ УЧЁНЫХ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0554	MISSION_TEXT	mission 13, entry 06	Antigen administered\n%d subject%s remaining	АНТИГЕН ВВЕДЁН\nОСТАЛОСЬ ПОДОПЫТНЫХ: %d	proofread native override (replaces mission_menu.dat)
SF-RU-0555	MISSION_TEXT	mission 13, entry 07	Test Subject	ПОДОПЫТНЫЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0556	MISSION_TEXT	mission 13, entry 08	Door lock	ЗАМОК ДВЕРИ	proofread native override (replaces mission_menu.dat)
SF-RU-0557	MISSION_TEXT	mission 13, entry 09	Door unlocked	ДВЕРЬ ОТКРЫТА	proofread native override (replaces mission_menu.dat)
SF-RU-0558	MISSION_TEXT	mission 14, entry 01	Get Lian Xing out of the catacombs	ВЫВЕСТИ ЛИАН СИН ИЗ КАТАКОМБ	proofread native override (replaces mission_menu.dat)
SF-RU-0559	MISSION_TEXT	mission 14, entry 02	Follow Phagan to Lian Xing's cell	ПРОСЛЕДИТЬ ЗА ДЖОНАТАНОМ ФЭЙГАНОМ ДО КАМЕРЫ ЛИАН СИН	proofread native override (replaces mission_menu.dat)
SF-RU-0560	MISSION_TEXT	mission 14, entry 03	Find Phagan	НАЙТИ ДЖОНАТАНА ФЭЙГАНА	proofread native override (replaces mission_menu.dat)
SF-RU-0561	MISSION_TEXT	mission 14, entry 04	Do not allow Lian Xing to die	ЗАЩИТИТЬ ЛИАН СИН	proofread native override (replaces mission_menu.dat)
SF-RU-0562	MISSION_TEXT	mission 14, entry 05	Do not leave Phagan unguarded or allow him to die	НЕ ОСТАВЛЯТЬ ДЖОНАТАНА ФЭЙГАНА БЕЗ ОХРАНЫ И НЕ ДАТЬ ЕМУ ПОГИБНУТЬ	proofread native override (replaces mission_menu.dat)
SF-RU-0563	MISSION_TEXT	mission 14, entry 06	Do not be spotted until the scientist has opened Phagan's cell	НЕ ПОПАДАТЬСЯ НА ГЛАЗА, ПОКА УЧЁНЫЙ НЕ ОТКРОЕТ КАМЕРУ ДЖОНАТАНА ФЭЙГАНА	proofread native override (replaces mission_menu.dat)
SF-RU-0564	MISSION_TEXT	mission 15, entry 01	Get to warehouse 76	ДОБРАТЬСЯ ДО СКЛАДА 76	proofread native override (replaces mission_menu.dat)
SF-RU-0565	MISSION_TEXT	mission 15, entry 02	Turn off power to electric fences	ОТКЛЮЧИТЬ ПИТАНИЕ ЭЛЕКТРИЧЕСКИХ ОГРАЖДЕНИЙ	proofread native override (replaces mission_menu.dat)
SF-RU-0566	MISSION_TEXT	mission 15, entry 03	Find and interrogate Erikson	НАЙТИ И ДОПРОСИТЬ ЭРИКСОНА	proofread native override (replaces mission_menu.dat)
SF-RU-0567	MISSION_TEXT	mission 15, entry 04	Do not kill Erikson before you've gotten the computer codes	НЕ УБИВАТЬ ЭРИКСОНА ДО ПОЛУЧЕНИЯ КОДОВ	proofread native override (replaces mission_menu.dat)
SF-RU-0568	MISSION_TEXT	mission 15, entry 05	Get to freight elevator	ДОБРАТЬСЯ ДО ГРУЗОВОГО ЛИФТА	proofread native override (replaces mission_menu.dat)
SF-RU-0569	MISSION_TEXT	mission 15, entry 06	Get out before the building collapses in 15 minutes	ПОКИНУТЬ ЗДАНИЕ ЗА 15 МИНУТ, ДО ЕГО ОБРУШЕНИЯ	proofread native override (replaces mission_menu.dat)
SF-RU-0570	MISSION_TEXT	mission 15, entry 07	Locate and tag %d%s viral carrier%s	НАЙТИ И ПОМЕТИТЬ НОСИТЕЛЕЙ ВИРУСА: %d	proofread native override (replaces mission_menu.dat)
